Datum;BIEL-BENKEN - Niederschlag (mm oder Liter/m2);AESCH-BL - Niederschlag (mm oder Liter/m2);WALLBACH - Niederschlag (mm oder Liter/m2);FRICK - Niederschlag (mm oder Liter/m2);OBERFLACHS - Niederschlag (mm oder Liter/m2);GRAENICHEN - Niederschlag (mm oder Liter/m2);SEENGEN - Niederschlag (mm oder Liter/m2);BIRMENSTORF - Niederschlag (mm oder Liter/m2);LEUGGERN - Niederschlag (mm oder Liter/m2);TEGERFELDEN - Niederschlag (mm oder Liter/m2);ENDINGEN - Niederschlag (mm oder Liter/m2);KUENTEN - Niederschlag (mm oder Liter/m2);STEINMAUR - Niederschlag (mm oder Liter/m2);WIL-SG - Niederschlag (mm oder Liter/m2);WIL-ZH - Niederschlag (mm oder Liter/m2);HALLAU - Niederschlag (mm oder Liter/m2);UHWIESEN - Niederschlag (mm oder Liter/m2);LINDAU - Niederschlag (mm oder Liter/m2);LIEBENSBERG - Niederschlag (mm oder Liter/m2);UESSLINGEN - Niederschlag (mm oder Liter/m2);MAMMERN - Niederschlag (mm oder Liter/m2);DETTIGHOFEN - Niederschlag (mm oder Liter/m2);THUNDORF - Niederschlag (mm oder Liter/m2);WEINFELDEN - Niederschlag (mm oder Liter/m2)
14.12.2020;0;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0.1;0;0;0.2;0;0.2;0;0.1;0.1;0.1;0
15.12.2020;6.2;5.6;8.6;10.4;4.6;1.6;1.1;2.3;8.2;5.9;3.7;1;1.2;0.2;1.5;4;0.8;0;0;0;0;0;0.2;0.1
16.12.2020;1;1.2;0.1;0;0.1;0.1;0.1;0;0.1;0.1;0;0.1;0.2;0;0.2;0.2;0.2;0;0;0.1;0;0.1;0.1;0.1
17.12.2020;0.4;0;0;0;0.1;0;0;0;0;0;0;0;0;0.3;0.1;0.2;0.2;0;0.2;0;0.1;0.1;0;0.1
18.12.2020;0.2;0;0;0;0.1;0.1;0.1;0;0;0;0;0.1;0.2;0.1;0.1;0;0;0;0.2;0.1;0.2;0.2;0.2;0.3
19.12.2020;0;0;0;0;0.2;0;0.2;0.2;0.1;0;0;0.1;0.2;0.2;0.2;0;0.2;0.4;0;0.2;0.2;0.2;0.3;0.2
20.12.2020;0.8;0.6;0;0;0.1;0.3;0.4;0;0;0;0;0.4;0;0.2;0.1;0;0.2;0.2;0.2;0.3;0.3;0.2;0.3;0.4
21.12.2020;3.2;4.4;7.6;8;5.4;4.7;5.1;4.8;9.8;8.9;8.8;6.6;8.2;7.4;6.4;5;7;9.6;7;7.4;7.7;7.7;7.1;7.1
22.12.2020;1.4;1.6;2.1;1.4;2.4;0.7;0.4;0.8;10.3;5.8;4;1.9;2;2.5;1.8;3.2;1.2;3.6;4;0.9;1.8;2.6;2.8;1.7
23.12.2020;2.4;4;12.8;10.4;7.1;1.7;0.8;6.2;8.8;6.8;6.1;2.7;7.4;3.3;6.8;5.2;5.8;7.4;3.6;3.6;2.9;2.7;1.3;4.2
24.12.2020;1.8;3;11.6;9.4;14.7;16.3;18.3;10.6;21.3;15.4;13.3;15.2;20;24.2;12.6;7.2;8;14;16;8.6;16;13.6;9.3;14.6
25.12.2020;1.8;1;1.1;0.2;0.1;0.5;0.4;0.3;0.1;0;0.2;0.2;0.2;5;0;0;0.2;2.6;0.8;1;0.8;1.7;1.1;1.6
26.12.2020;0.4;0.2;0;0;0;0;0;0;0;0;0;0;0;1.3;0.1;0;0;0;0;0;0;0;0.1;0
27.12.2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
28.12.2020;2.4;3.6;6.6;3;5.7;4.7;2.1;2.9;5.2;2.9;2.8;1.7;2.6;1.3;3.8;9.2;3.8;3.6;2.8;4.6;5.2;5.4;1.9;1.2
29.12.2020;0.8;3.2;2.8;3.4;8.1;2.5;1.7;2.2;3.3;3.7;5.9;1;1.6;0.2;3.5;2.4;4;1.2;1.2;1.2;2.6;0.8;0.7;0.4
30.12.2020;1.6;1.8;1.8;1;2.7;1.8;0.8;1.6;3;3.8;1.9;0.9;1.2;1.4;2.4;1.9;1.6;0.8;0.6;2.6;1;0.9;0.2;0.1
31.12.2020;3.6;4;3.7;3.2;1.2;1.3;0.7;0.9;2.6;3.3;3.3;1.5;3.8;0;0.4;0.2;0.6;0;0;1.6;0.6;0;0.1;0.1
01.01.2021;2.6;3.6;5.7;4.4;6.4;5.9;4.8;5.8;7;6.1;6.1;4.9;2.6;0;11;6.7;0.4;0.2;2;0.7;2.7;2.2;1.1;0.1
02.01.2021;0.2;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;2.2;0;0;0;0;0.1;0;0
03.01.2021;0;0;0;0;0.1;0;0;0.1;0.1;0.2;0.1;0;0;0.1;0;0.3;0.2;0;0;0;0;0;0;0
04.01.2021;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.01.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.01.2021;0;0;1.4;0.2;2.4;3;1.3;0;2.4;1.2;3.1;2.2;0.2;6;0.2;0.7;0;0;0.2;1.8;0.4;1.9;0.2;1.9
07.01.2021;0;0.2;6.4;2.6;8.2;6.6;2;2.6;2.1;6.5;2;3.4;0.8;2.5;3.9;2.7;0.6;0.2;0;2.2;6.2;3.2;7.3;2.8
08.01.2021;0.2;0;0.2;0.2;0;0;0.1;0;0;0.1;0;0;0.2;0;0.1;0.3;0.2;0.2;0;0;0;0.1;0;0
09.01.2021;0;0;0.1;0;0.1;0;0.1;0;0.2;0;0;0;0.2;0;0;0.1;0;0;0;0;0;0;0;0
10.01.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021;2.6;8.6;20;10.2;11.6;8.3;9.1;3.4;8.8;10.6;12.3;6.3;1.2;7.6;6.2;3.4;0.4;0.2;0.2;1.7;5.6;2.5;4.5;3.2
13.01.2021;1.6;1.8;18.6;20.6;15.5;18;15.2;4.5;22.8;8.1;9.8;11.6;9.4;5.3;7.6;11.7;7.2;1;6;3.6;6;4.2;3.1;5.8
14.01.2021;10.2;6;26.5;20.6;32.2;31;57.1;25.6;31.5;23.3;16;28.2;11.4;12.8;9.2;10.6;9.2;8.4;10.4;14.4;18.4;20;15.1;13.6
15.01.2021;0.2;5.4;6;5;5.4;0.4;0;7.5;7.8;6.3;10.4;2.2;0.2;0.1;4.6;3.7;0.2;0.2;0;5.2;0;5.9;0.1;1.9
16.01.2021;0;0;0.4;0;0;0;0;0;0;0;0;0.1;0;10.2;0;0;0;0;0.4;0.2;0;3;18.9;0.2
17.01.2021;15.6;10;13.2;1;21.7;20.9;26.3;16.8;3.8;17.5;12.1;20;5.8;13.5;8.2;5.3;0.2;0;1;12.8;8.7;17.2;13.9;3.7
18.01.2021;5.4;0.8;16.9;11.2;0;0.9;0.1;1.5;0;0.1;0.1;2.6;5.2;5.5;7.3;4.7;0;0;3.8;6.4;11.8;3.5;0.3;5
19.01.2021;0.2;0.8;0.1;6.4;0;0;0;0;0;0;0;0;0.2;0;3.9;2.5;0;0.2;2;0.6;0;0;0;5.9
20.01.2021;0;0.4;0;1.2;0;0;0;0;0;0;0;0;0;0;2;3.6;1;12.8;1;0;0;0;0;0.9
21.01.2021;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;11.8;0.4;0;0;0;0;0;0
22.01.2021;10;9.2;5;4.8;1.5;2.3;1.4;1.4;0.9;1;0.9;1.1;4.6;2;4.5;6;4.6;4.2;3.4;3.6;0.6;0.6;0.9;3.5
23.01.2021;4.8;5.2;7.1;4.6;6.3;7.7;5.7;3.7;8.5;5.8;7.1;6.3;6.2;10.6;3.3;1.6;5;9.4;8;10.3;13.3;10.7;8.7;6.5
24.01.2021;0.4;0;2.4;0.2;4.9;2.9;1.3;3.9;4.1;3.5;4.6;1.3;1.4;1;6.4;6.3;2.2;0;1;0.5;5.7;3.4;2.1;0.2
25.01.2021;1.4;1;2.5;1;2.1;4.8;5.4;1.1;6.5;2;2.5;2.7;0.6;1.6;4.4;6.4;0.2;0.2;0.2;2.1;5.9;2.5;1.4;1
26.01.2021;0.2;0;0.2;0.4;0;0.1;0.8;0.1;1;0.1;0.1;1;0;1.6;0;0;0;0;0;0.3;1.1;1.3;1.9;1.1
27.01.2021;3.4;4.6;3.8;0;2.2;2.6;4.3;0.3;2.8;2.2;2.5;3.1;0.2;4.6;1.1;1.5;0;0;0.2;4.2;0;2.6;3.4;3.3
28.01.2021;12.2;5.4;34.2;15.8;25.8;26.5;18;15.5;26.9;21;16.6;21.2;19;13.4;23.5;21.7;11;23;16.6;13;24;18.6;18.3;18.6
29.01.2021;17.8;10.2;17.7;14.8;26.2;19.8;22.6;12.9;32.8;26.5;18;21.3;19.2;23.7;31.3;23.4;20.8;27.8;25.6;17.7;37.5;24.3;20.5;17.4
30.01.2021;5;2.6;15.6;8.8;8.6;8;8.5;2.8;12.8;7.6;5.7;9.3;13.2;6.5;5.7;4.9;6.2;14.6;8.8;6.9;8.3;6.9;5.7;6.8
31.01.2021;5.8;2;4.6;4;3.1;2.6;2.2;3.5;1.9;2.3;2.4;3.2;1.6;6.1;3.8;3.3;3.8;4;5.2;4.5;4.3;6;4.2;3.5
01.02.2021;8.8;8.4;22.3;15.8;15;5.5;5.9;10;20.5;16.5;15.3;11.2;17.8;5.8;16.6;11.2;11.6;21.2;13;12.5;17.2;13.9;9;7.4
02.02.2021;0.2;0.6;5.6;3.6;0.4;3.1;2.1;0.1;2.9;1.1;0.5;1.2;1.4;2.1;1.6;5.2;0.8;3.6;1;0.4;1.4;1.1;0.3;0.3
03.02.2021;6.4;7.8;17.5;12.8;10.8;10.2;11.8;6.6;18.5;18.1;13.6;9.9;11.8;21.4;18.8;17;16.2;17.4;17;13.5;21.4;17.1;14.1;17.3
04.02.2021;0.2;0.2;0.7;0;0.2;0.2;0.3;0;0.3;0.3;0.1;0.3;0.2;0;0.1;0;0;0.2;0.2;0;0;0;0;0.4
05.02.2021;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0
06.02.2021;0.4;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2021;0.8;2.4;2.3;2.2;1.9;3.5;3.3;1.4;1.4;0.2;0.4;1.9;2;7.4;0.8;0.6;0.8;4.4;2.4;1;4.6;4;1.2;4.1
08.02.2021;3;2.8;2.9;1;0.3;0.1;0;0.2;1;0.3;0.2;0;0;0;0.1;0.6;0.2;0.4;0.2;0;0.1;0.1;0.1;0
09.02.2021;1.2;0.8;8.3;2.2;3.7;3.2;4.3;4.2;6.6;4.3;4.3;3.3;1.2;5.4;5.4;2.9;1.2;0.4;2;3.9;4.7;4.5;4;4
10.02.2021;0;0;0;0;3.9;3.7;5.7;2.8;1.4;0.6;1.8;3.2;2;4.6;3.8;3.7;1;2.8;2.6;3.4;4.6;4.2;3.6;4.1
11.02.2021;0.2;0.4;3.9;0;0;0;0;0;0;0.1;0;0;0;0.5;0;1;0;0;0;1.1;0;3.6;0;1.7
12.02.2021;0;0.6;0.1;0.2;0.5;1.2;5.8;0.1;0.4;0;4.5;2.8;0;5.7;0;0;0.2;0;0;0;0.1;1.3;1.4;0
13.02.2021;0;0;0;0;0;0.3;0;0.4;3.7;0;1.2;0;0;4.7;0;0;0;0;0;0;0;0.2;0;0
14.02.2021;0;2.6;0;0;0;0.2;0.1;0.4;1.9;0.1;2.2;0;0.6;0.5;0.6;0;0;0.6;0.6;0.1;0.1;0.1;7.7;0.1
15.02.2021;0.4;3.2;0.3;1.8;0.9;0.4;0.4;1.2;0.8;0.7;1.1;0.4;1.6;0.1;0.2;0.1;0.2;2.4;5;0.3;0.8;0.4;0;0.2
16.02.2021;0;0.6;1;0.8;0.4;0.4;0.7;1.1;0.4;0.3;0.4;1.6;0;0.4;0;0;3;0.6;0;0.1;0.4;0.4;0.7;0.3
17.02.2021;1.2;1.2;2.3;2;2.6;3;2.1;1.1;2.4;1.7;1.3;1.6;1;1.1;0.8;0.6;0.6;0.8;0.4;0.2;0.2;0.1;0.2;0.4
18.02.2021;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.1;0;0;0;0;0.2;0.2;0;0;0;0;0;0.1
19.02.2021;0.2;0;0.4;0.2;0.1;0.1;0;0.1;0.2;0.2;0;0.1;0.2;0;0.2;0.2;0.6;0;0.2;0.2;0.4;0.3;0;0
20.02.2021;0;0;0;0;0.1;0;0;0;0.1;0;0;0.1;0.2;0;0.1;0;0.2;0;0;0;0;0;0;0
21.02.2021;0;0;0;0;0;0;0;0.1;0;0.1;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0;0
22.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
27.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0.1;0;0;0
28.02.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.03.2021;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.2021;2.4;2.4;5.2;5.2;3.2;2.5;3.2;2.5;5.4;3.2;1.4;2.8;4.8;2.7;10.6;5.9;6.2;2.6;3;8.1;1.9;3.8;1.6;3.3
05.03.2021;0.4;0.4;0.5;0.2;0.1;0.1;0.3;0;0.9;0.6;0.2;0.3;0.2;4.3;0.2;0;1;0.8;1.2;1.9;5.5;6.3;2.6;4.3
06.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0
07.03.2021;0;0;0;0;0.5;0.4;0.9;0.4;0;0;0;0.3;0;0.5;0;0;0;0.2;0;0;0;0;0;0
08.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0.2;0;0;0;0;0;0
09.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
10.03.2021;0;0;0;0;0;0;0;0.4;0.2;0.6;0.6;0;0.8;2.2;0;0;0.2;0.2;0.8;0.1;0;0;0.4;0
11.03.2021;9.4;11;14.8;12.4;7.9;6.3;4.9;7.2;17.7;13.6;10.5;4.3;10.8;10;11.2;11.4;12.2;6;8.2;7.6;8;7.2;4.4;9.5
12.03.2021;0.6;0.4;0.1;0.8;1;1.3;1.7;0;0.4;0.3;0.2;1.1;0.2;2.7;0.1;0.8;0.4;0.4;0;0;0.5;0.4;0.2;0
13.03.2021;7.6;13;7.9;9.2;3;5.2;7.3;0.9;10.8;9.1;3.3;4.1;2.6;7.1;7.3;9.8;10;2.8;2.4;1.2;1.9;1.3;5.4;2.6
14.03.2021;10;15.6;24.1;18;17.2;15.9;14.6;7.7;27.3;17.2;13.9;10.1;14;5;8.2;7.4;7.2;10.4;6;5;7.8;6.9;4.2;4.8
15.03.2021;3.4;6.2;13.6;11;14.6;19.7;13.5;8.8;12.5;7;9.8;9.9;7.6;8.3;6.4;4.4;4.8;11.6;7;6.2;9.7;9.7;6.6;4
16.03.2021;2;3.2;3.2;2.8;1;0.3;0.3;0.2;0.4;0.1;0.1;0.6;0.2;1.2;0.2;1.4;0.8;3.6;0.4;0.3;0;0.1;0.2;0
17.03.2021;3.6;3.8;4.6;3.6;8.3;5.5;9.2;9.9;5.5;4.5;5.4;9.7;4.8;8.7;2.5;2.2;3;7.2;4.8;8.6;7.4;7.7;6.1;4.9
18.03.2021;0;0.2;0;0;0;0;0.1;0;0;0;0;0;0;1.7;0;0;0.2;0.2;1.8;0.2;0;0.2;4.1;1.8
19.03.2021;2;1;0.3;0.6;0;0.1;0.1;1;0.5;1;0.4;0.1;0;0;0.3;2;0.4;0;0;0.6;0.2;0;0.1;0
20.03.2021;0.4;0;0.1;0;0;0;0.1;0;0;0;0;0;0;1.5;0;0;0;0.6;0.2;0.7;0;1.5;0.8;2.1
21.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
23.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0
25.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2021;1.2;1.2;0;0;0;0;0;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.03.2021;2.8;5.4;8.6;6.2;7.1;8.4;8.7;4.8;8.9;6;4.7;9.5;8.6;8.1;7.1;5.2;5.2;13.6;15.6;7.2;8.2;10.9;12.7;9.8
28.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.3;1.9;0.1;1
02.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.04.2021;0.2;0.6;1;1.4;1.2;0;0;0.2;1.1;0.8;0.7;0;0.4;0.7;0.3;0;0;0.2;0;0.3;0.4;0.6;0.1;0.3
06.04.2021;0.2;0;0.1;0.4;0.3;0;0.8;0.3;0.5;0.8;0;2.2;0;7.4;0;0;1.4;1.2;2.2;1.6;3.1;4;3.9;3.1
07.04.2021;0;0;1.5;1.6;1.1;1.8;3.9;1.7;1.5;0.9;1.7;1.4;0.2;2.9;1.6;0.6;3;6.6;0.2;0.6;2.8;1.5;1.8;1.6
08.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0
09.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0
10.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2021;6.4;2.6;3.9;4.4;1.8;2.1;1.4;0.8;1.3;0.6;0.9;1.4;8.8;0;8;4.5;2.6;0.8;0;0;0;0;0;0
12.04.2021;10.2;1.2;6.5;4.2;12;14.2;19;12.4;13.6;10.9;15.3;16.5;8.2;17.5;7.4;5.7;11;12.4;12.2;10.3;11;12.4;13.4;11.9
13.04.2021;0.6;0;0.9;0.2;1.4;0.9;0.3;0.3;1.1;0.7;0.1;0.1;0.2;0;2.3;0.8;2.4;0;0.2;0;0.2;0.6;0;0.1
14.04.2021;2.2;0.8;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;1.2;0;0;0;0;0.1;0.5;0
15.04.2021;0;0;0;1;0;0;0;0;0;0;0;0;0.6;0.1;0.4;0;0.2;0;0.8;0.1;0;0;0.3;0.3
16.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0
17.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2021;0;0.2;0;0;0.5;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
20.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0;0;0;0;0;0;0
22.04.2021;0;0;6.6;2.4;0;0;0;0;0.1;3.9;0;0;0.6;10.7;0.6;0;5.6;0;0;0;2.9;1.8;0.2;0.5
23.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0
25.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.04.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021;2;0.8;0.4;1.2;3.4;2.8;4.5;2.6;4.4;3.5;4.2;4.1;6;0;3.7;5.1;5;1;0.6;0.4;0.1;0.1;0;0.6
29.04.2021;0.2;0.8;2.2;1.6;0.3;1.1;1.7;0.7;2.6;1.5;1.8;1.7;1.2;3.3;1.8;1.8;1.8;4;3.8;3.8;5.1;4.3;1.9;1.1
30.04.2021;9.2;6;13.8;11;10.4;9.9;13.6;11;8.9;12.6;9.3;11.7;9.8;2.1;10;7.7;14;9.4;7.8;9.8;11.1;6.8;3.4;5.7
01.05.2021;18.4;20;12.5;12;11.2;12.6;13.2;14.5;10.4;11;11.6;13.9;15.4;13.1;17.3;11.7;18.6;17.8;15;15.8;14.5;12.8;10.6;15
02.05.2021;5.8;6.6;23.4;24.2;16.9;15.8;15.7;15.3;21.7;19;16.6;14.1;9.2;23.6;13.7;11.7;15.8;20.4;16.6;14.6;20.3;20;11.8;12.4
03.05.2021;0;0;0;0;0;0.1;0;0;0.1;0.1;0.1;0.2;0.2;0.6;0.1;0.1;0;0.2;0;0.1;0.1;0.1;0.4;0
04.05.2021;0;0;0.1;0.2;0;0;0;0.2;0.4;0;0;0.2;0.4;0;0.2;0;0.4;0;0;0;0;0;0;0
05.05.2021;7.2;6.8;11.7;9;5;5;5;3;10;6.4;4.8;4.7;6.6;10.5;5.2;6;5.2;2.2;4.6;3.9;4.4;5.5;2.4;4.7
06.05.2021;18;15.6;21.1;18.4;15.8;10.2;8.1;14;27.8;24.1;21.2;10.9;23.8;13.2;23.6;23.5;23.6;6.6;22.4;17.2;18.9;16;13.3;18.3
07.05.2021;14;9.4;20.2;8;8.1;6.4;2.6;4.1;13.4;9.6;6.6;7.7;4.6;10.9;7.9;10;6.2;10;4;4.3;12.8;10.4;7;5.4
08.05.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.05.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.05.2021;11.2;11.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2021;11.2;11.6;5;5.2;7.5;7.6;4.6;7.2;6.4;5.7;4.5;6.5;9.4;4.2;5.9;8.5;6;0;6.4;5.7;3.7;4.5;2.8;5
12.05.2021;0.2;0;1.3;0.2;1.3;7.3;5;1.4;0.4;0.6;0.7;6.4;1;7.1;1.1;0.1;3;0;7.2;3.9;10.7;12.3;5.1;5.8
13.05.2021;0.4;0;0;0;2.3;1.9;3.4;0.2;0;0;0;8;0;0;0;0;0;0.4;0;0;0;0;0;0
14.05.2021;1.4;3.6;2.2;0.6;0.7;2.7;3.9;0.8;0.1;0.1;0.2;1.1;0;0.4;0;0.7;0;0;0;0;0;0;0;0
15.05.2021;3.2;5.6;8.7;8;9.6;6.2;5.8;5.9;8.1;6.5;8.1;6.2;12;7.4;8.5;5.3;6.8;10;9.2;7.3;7.8;7.4;4.6;7.1
16.05.2021;11;14.2;15.7;13;12.5;11.4;10.1;11.2;15.5;12.1;12.6;9.9;11;8.2;15.6;15.3;18.4;9.4;10.6;11.7;11.8;10.2;8.5;10.1
17.05.2021;2.2;7.4;10;7;6.8;5.6;6.5;4.5;10;8.9;6.6;5.9;9.2;11;11.8;12.5;10.6;5;3.8;3.7;5.7;5.6;3.4;4.3
18.05.2021;7;4.6;8.4;4.8;10;2.1;3.5;6.1;9;6;6.1;4.6;5.2;4;4.4;4.1;2.8;3.4;3.6;1.5;3.2;3.7;2.4;2.9
19.05.2021;3.4;3.2;0.2;0.8;6.6;17;12;2.5;3;1.2;1.7;13.7;7.2;7.6;20.5;34.7;7.2;6.8;14.6;6;3.1;3.2;3.5;1.7
20.05.2021;0.4;0.2;3.6;2.2;2.1;2.5;1.9;0.9;3.1;2.8;5;1.1;2.6;3.9;1;0.5;1;2.8;3.2;2.3;3.4;2.4;1.8;1.9
21.05.2021;12.8;13.8;14.6;16.4;18.6;15.9;15.7;16.2;18.6;15.2;13.7;15.4;24.2;14;24.3;14.2;20.6;28.6;24.6;21.9;21.6;20.4;12.5;21.8
22.05.2021;0.8;2;4.7;1.8;9.9;8.9;8.4;7.4;7.4;6.5;6.8;7.2;1.8;10.6;1.7;1.4;1.4;4;3;2.6;13.2;12.9;6.4;3.8
23.05.2021;2;2.8;3.9;4.8;6.8;9.4;10.7;3.5;5.2;3.9;3.3;7.1;5.4;8.5;4.3;1.8;2.8;9.2;5.2;3.8;6.2;5.4;3;4.2
24.05.2021;0.4;1.8;0;7.6;0.8;0.1;0.1;0.4;0.8;0.2;0.4;0.7;2.8;0.1;2.6;1.8;1;1.4;1;0.4;0;0;0.2;0.4
25.05.2021;0.2;0.4;4.5;1.2;7.6;7.3;4.4;4.6;7.8;6.5;4.9;4.8;3.4;0.9;0.9;1.5;1.8;1.6;0.6;1.7;0.9;1.7;1;0.6
26.05.2021;0;0;1.8;0;0;0.1;0.2;0.5;0.1;0;0;0.1;0.8;0.2;0.2;0;0.4;0.2;0;0.6;0.2;0;0;0.3
27.05.2021;5.8;5.8;6.9;4.4;6.3;3.5;3.8;10.3;4.1;3.6;5;5.2;7.8;11.5;6.6;4.3;6.6;13.6;12.6;12;15.6;14;13.1;13.7
28.05.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0
29.05.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2021;1.8;0.2;0.2;0;0;2;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0
